"FarmID","FarmScaleID","SpeciesID","Certification","DiseaseID","DiseaseDiagnosis","SubstanceUsed","SubstanceCategory","Location","Disease","DiseaseSigns","AffectPart","Agent","Cause"
"2-2-011-01","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Mutagen","Immunostimulant, Feed additive","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-01","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","pH Fixer","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-01","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Soda mix","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-01","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Super PS","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-01","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Zymetin","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-02","Medium","Penaeus monodon","No certification","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-011-02","Medium","Penaeus monodon","No certification","Black gill","Other farmers experience","C-176","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-011-02","Medium","Penaeus monodon","No certification","EMS","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-011-02","Medium","Penaeus monodon","No certification","Fouling","Mortality rate","K-Max","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-02","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Mutagen","Immunostimulant, Feed additive","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-02","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","pH Fixer","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-02","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Soda mix","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-02","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Super Biotic","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-02","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Super PS","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-02","Medium","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Zymetin","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-03","Small","Penaeus monodon","No certification","WSSV","Experience","Bio-trim","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-011-03","Small","Penaeus monodon","No certification","Black gill","Other farmers experience","C-178","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-011-03","Small","Penaeus monodon","No certification","EMS","Shrimp behaviour","Calmag","Immunostimulant","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"2-2-011-03","Small","Penaeus monodon","No certification","Fouling","Mortality rate","K-Max","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-03","Small","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Mutagen","Immunostimulant, Feed additive","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-03","Small","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","pH Fixer","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-03","Small","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Soda mix","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-03","Small","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Super Biotic","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-03","Small","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Super PS","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-03","Small","Penaeus monodon","No certification","Fouling","PHP/Feed company technician","Zymetin","Probiotic","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-04","Large","Penaeus monodon","No certification","WSSV","Experience","Calmag","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-011-04","Large","Penaeus monodon","No certification","Black gill","Experience","pH Fixer","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-011-04","Large","Penaeus monodon","No certification","Cramping","Experience","Soda mix","Immunostimulant","Khulna","Cramping","Curved, rigid body","Body","None","Physical/Nutritional"
"2-2-011-04","Large","Penaeus monodon","No certification","Rostrum broken","Experience","Super PS","Probiotic","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"2-2-011-05","Medium","Penaeus monodon","No certification","Black gill","Experience","A. Soil","Mineral elements","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-011-05","Medium","Penaeus monodon","No certification","Antenna broken","Other farmers experience","Calmag","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-011-05","Medium","Penaeus monodon","No certification","Antenna broken","Mortality rate","K-Max","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-011-05","Medium","Penaeus monodon","No certification","Antenna broken","PHP/Feed company technician","Mutagen","Immunostimulant, Feed additive","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-011-05","Medium","Penaeus monodon","No certification","Antenna broken","PHP/Feed company technician","pH Fixer","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-011-05","Medium","Penaeus monodon","No certification","Antenna broken","PHP/Feed company technician","Soda mix","Immunostimulant","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-011-05","Medium","Penaeus monodon","No certification","Antenna broken","PHP/Feed company technician","Super Biotic","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-011-05","Medium","Penaeus monodon","No certification","Antenna broken","PHP/Feed company technician","Super PS","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-011-05","Medium","Penaeus monodon","No certification","Antenna broken","PHP/Feed company technician","Zymetin","Probiotic","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"2-2-011-06","Medium","Penaeus monodon","Don’t know","WSSV","Shrimp behaviour","Bio-trim","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-011-06","Medium","Penaeus monodon","Don’t know","WSSV","Mortality rate","Calmag","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-011-06","Medium","Penaeus monodon","Don’t know","WSSV","Private consultant/ technician","K-Max","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-011-06","Medium","Penaeus monodon","Don’t know","WSSV","Private consultant/ technician","Mutagen","Immunostimulant, Feed additive","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-011-06","Medium","Penaeus monodon","Don’t know","WSSV","Private consultant/ technician","Soda mix","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-011-06","Medium","Penaeus monodon","Don’t know","WSSV","Private consultant/ technician","Super PS","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-011-06","Medium","Penaeus monodon","Don’t know","WSSV","Private consultant/ technician","Zymetin","Probiotic","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-011-07","Medium","Penaeus monodon","No certification","Black gill","Experience","Bio-trim","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-011-07","Medium","Penaeus monodon","No certification","Fouling","Experience","Calmag","Immunostimulant","Khulna","Cotton Shrimp Disease","Cotton-like appearance of muscle tissue","Body","Parasite","Infectious"
"2-2-011-07","Medium","Penaeus monodon","No certification","Tail rot","Experience","K-Max","Immunostimulant","Khulna","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"2-2-011-07","Medium","Penaeus monodon","No certification","Tail rot","Experience","Mutagen","Immunostimulant, Feed additive","Khulna","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"2-2-011-07","Medium","Penaeus monodon","No certification","Tail rot","Experience","pH Fixer","Probiotic","Khulna","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"2-2-011-07","Medium","Penaeus monodon","No certification","Tail rot","Experience","Soda mix","Immunostimulant","Khulna","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"2-2-011-07","Medium","Penaeus monodon","No certification","Tail rot","Experience","Super Biotic","Probiotic","Khulna","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"2-2-011-07","Medium","Penaeus monodon","No certification","Tail rot","Experience","Super PS","Probiotic","Khulna","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"2-2-011-07","Medium","Penaeus monodon","No certification","Tail rot","Experience","Zymetin","Probiotic","Khulna","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"2-2-011-08","Medium","Penaeus monodon","No certification","WSSV","Experience","A. Soil","Mineral elements","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-011-08","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","Calmag","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-011-08","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","K-Max","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-011-08","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","Mutagen","Immunostimulant, Feed additive","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-011-08","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","pH Fixer","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-011-08","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","Soda mix","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-011-08","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","Super Biotic","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-011-08","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","Super PS","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-011-08","Medium","Penaeus monodon","No certification","Black gill","Mortality rate","Zymetin","Probiotic","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"2-2-011-09","Small","Penaeus monodon","No certification","WSSV","Experience","C-164","Immunostimulant","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"2-2-011-09","Small","Penaeus monodon","No certification","Black gill","Experience","Calmag","Immunostimulant","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
