"FarmID","FarmScaleID","SpeciesID","DiseaseID","DiseaseDiagnosis","SubstanceUsed","SubstanceCategory","Location","Disease","DiseaseSigns","AffectPart","Agent","Cause"
"88-038","Small","Macrobrachium rosenbergii","Rostrum broken","Diagnosis support from feed company","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-038","Small","Macrobrachium rosenbergii","Sessilinasis","Diagnosis support from feed company","Calcium carbonate","Water and sediment","Khulna","Sessilinasis","Cotton-like appearance of gill and body surface","Gill/body","Bacteria","Infectious"
"88-039","Small","Penaeus monodon","WSSV","Diagnosis support from feed company","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-039","Small","Macrobrachium rosenbergii","Antenna broken","Own experience","Zeolite","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-039","Small","Macrobrachium rosenbergii","Black Spot Infection","Own experience","Zeolite","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-039","Small","Macrobrachium rosenbergii","Blue Shell Disease","Own experience","Zeolite","Water and sediment","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-039","Small","Macrobrachium rosenbergii","Rostrum broken","Own experience","Zeolite","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-040","Small","Macrobrachium rosenbergii","Blue Shell Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-041","Medium","Macrobrachium rosenbergii","Antenna broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-041","Medium","Macrobrachium rosenbergii","Blue Shell Disease with bacterial infection","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-041","Medium","Macrobrachium rosenbergii","Rostrum broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-041","Medium","Penaeus monodon","WSSV","Professional diagnostic service","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-041","Medium","Penaeus monodon","WSSV","University","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-041","Medium","Penaeus monodon","WSSV","Other research facility","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-041","Medium","Penaeus monodon","Yellow Head Virus (YHV)","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","YHD","Yellow spots on Body","Body","Virus","Infectious"
"88-042","Medium","Macrobrachium rosenbergii","Antenna broken","Own experience","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-042","Medium","Macrobrachium rosenbergii","Rostrum broken","Own experience","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-042","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-043","Medium","Penaeus monodon","Necrotising hepatopancreditis Bacterium (NHPB)","Diagnosis support from chemical supplier","Furazolidone","Antibiotics","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-043","Medium","Macrobrachium rosenbergii","Blue Shell Disease","Diagnosis support from chemical supplier","Carbafuran","Pesticides","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-043","Medium","Macrobrachium rosenbergii","Blue Shell Disease with bacterial infection","Diagnosis support from chemical supplier","Carbafuran","Pesticides","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-043","Medium","Macrobrachium rosenbergii","Antenna broken","Diagnosis support from chemical supplier","Cyncyper (Trade name)","Pesticides","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-043","Medium","Macrobrachium rosenbergii","Rostrum broken","Diagnosis support from chemical supplier","Cyncyper (Trade name)","Pesticides","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-043","Medium","Penaeus monodon","Taura Syndrome Virus (TSV)","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","TSV","Red Body, appendages, soft shell and empty stomach","All","Virus","Infectious"
"88-044","Medium","Macrobrachium rosenbergii","Blue Shell Disease with bacterial infection","Own experience","Benzalkonium chloride (BKC)","Disinfectants","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-044","Medium","Macrobrachium rosenbergii","Blue Shell Disease with bacterial infection","Own experience","Cyncyper (Trade name)","Pesticides","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-044","Medium","Macrobrachium rosenbergii","Blue Shell Disease with bacterial infection","Own experience","Phenthoate","Pesticides","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-044","Medium","Macrobrachium rosenbergii","Blue Shell Disease with bacterial infection","Own experience","Calcium carbonate","Water and sediment","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-044","Medium","Macrobrachium rosenbergii","Blue Shell Disease with bacterial infection","Own experience","Salpher","Water and sediment","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-044","Medium","Macrobrachium rosenbergii","Blue Shell Disease with bacterial infection","Own experience","Zinc Oxide","Water and sediment","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-045","Medium","Macrobrachium rosenbergii","Antenna broken","Own experience","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-045","Medium","Penaeus monodon","Black Gill Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-045","Medium","Macrobrachium rosenbergii","Black Spot Infection","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-045","Medium","Penaeus monodon","Brown Spot Disease","Own experience","Calcium carbonate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-045","Medium","Penaeus monodon","Necrosis of appendages","Own experience","Calcium carbonate","Water and sediment","Khulna","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"88-045","Medium","Macrobrachium rosenbergii","Rostrum broken","Own experience","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-046","Medium","Macrobrachium rosenbergii","Antenna broken","Own experience","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-046","Medium","Macrobrachium rosenbergii","Rostrum broken","Own experience","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-046","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-047","Medium","Macrobrachium rosenbergii","Antenna broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-047","Medium","Macrobrachium rosenbergii","Rostrum broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-047","Medium","Penaeus monodon","WSSV","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-048","Medium","Macrobrachium rosenbergii","Rostrum broken","Own experience","Benzalkonium chloride (BKC)","Disinfectants","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-048","Medium","Macrobrachium rosenbergii","Rostrum broken","Own experience","Carbafuran","Pesticides","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-048","Medium","Macrobrachium rosenbergii","Rostrum broken","Own experience","Carbofuran","Pesticides","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-048","Medium","Macrobrachium rosenbergii","Rostrum broken","Own experience","Cypermethrin","Pesticides","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-048","Medium","Macrobrachium rosenbergii","Antenna broken","Own experience","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-049","Medium","Penaeus monodon","WSSV","Own experience","Calcium carbonate","Water and sediment","Khulna","WSSV","White spots on carapace, appendages and cuticle","Body/appendages","Virus","Infectious"
"88-050","Medium","Macrobrachium rosenbergii","Blue Shell Disease","Diagnosis support from chemical supplier","Potassium permanganate","Disinfectants","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-050","Medium","Macrobrachium rosenbergii","Blue Shell Disease","Diagnosis support from chemical supplier","Carbofuran","Pesticides","Khulna","Blue Shell Disease","Blue Body","Body","None","Nutrition"
"88-050","Medium","Penaeus monodon","Pale Gill and Liver","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Early Mortality Sydrome","Pale hepatopancreas and empty stomach","Digestive","Bacteria","Infectious"
"88-050","Medium","Macrobrachium rosenbergii","Antenna broken","Diagnosis support from chemical supplier","Zeolite","Water and sediment","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-050","Medium","Macrobrachium rosenbergii","Rostrum broken","Diagnosis support from chemical supplier","Zeolite","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-051","Medium","Penaeus monodon","Brown Spot Disease","Diagnosis support from chemical supplier","Potassium permanganate","Disinfectants","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-051","Medium","Macrobrachium rosenbergii","Black Spot Infection","Diagnosis support from chemical supplier","Azodrin(Trade name)","Pesticides","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-051","Medium","Macrobrachium rosenbergii","Antenna broken","Diagnosis support from chemical supplier","Cypermethrin","Pesticides","Khulna","Physical Injury","Broken antenna","Antenna","None","Physical"
"88-051","Medium","Penaeus monodon","Necrosis of appendages","Diagnosis support from chemical supplier","Aluminum potassium sulfate","Water and sediment","Khulna","Appendage tip necrosis","Brown/black appendage tips","Appendages","Bacteria","Infectious"
"88-051","Medium","Penaeus monodon","Black Gill Disease","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Black Gill Disease","Black Spots on Gill","Gills","Bacteria/Fungus","Infectious"
"88-051","Medium","Macrobrachium rosenbergii","Rostrum broken","Diagnosis support from chemical supplier","Calcium carbonate","Water and sediment","Khulna","Physical Injury","Broken rostrum","Rostrum","None","Physical"
"88-052","Medium","Macrobrachium rosenbergii","Black Spot Infection","Own experience","Oxytetracyline","Antibiotics","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-052","Medium","Macrobrachium rosenbergii","Black Spot Infection","Own experience","Potassium permanganate","Disinfectants","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-052","Medium","Macrobrachium rosenbergii","Black Spot Infection","Own experience","Carbafuran","Pesticides","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-052","Medium","Macrobrachium rosenbergii","Black Spot Infection","Own experience","Carbofuran","Pesticides","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-052","Medium","Macrobrachium rosenbergii","Black Spot Infection","Own experience","Cypermethrin","Pesticides","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
"88-052","Medium","Macrobrachium rosenbergii","Black Spot Infection","Own experience","Aluminum potassium sulfate","Water and sediment","Khulna","Brown Spot Infection","Black/Brown Spots on Body","Body","Bacteria/Fungus","Infectious"
